V_f (m^3),Work (J)
0.2513513513513514,-1922.7058088779954
0.2515515515515516,-1924.0790935020077
0.2517517517517518,-1925.4508488600684
0.25195195195195197,-1926.8210778692444
0.2521521521521522,-1928.1897834387144
0.2523523523523524,-1929.5569684698114
0.2525525525525526,-1930.9226358560559
0.2527527527527528,-1932.2867884831562
0.25295295295295295,-1933.649429229071
0.2531531531531532,-1935.0105609640116
0.2533533533533534,-1936.3701865504631
0.2535535535535536,-1937.7283088432484
0.25375375375375375,-1939.084930689522
0.253953953953954,-1940.4400549287993
0.2541541541541542,-1941.7936843929856
0.2543543543543544,-1943.1458219064252
0.25455455455455456,-1944.4964702858806
0.2547547547547548,-1945.8456323406099
0.254954954954955,-1947.1933108723642
0.2551551551551552,-1948.5395086754106
0.25535535535535536,-1949.8842285365756
0.2555555555555556,-1951.2274732352491
0.2557557557557558,-1952.5692455434341
0.255955955955956,-1953.9095482257505
0.25615615615615617,-1955.2483840394784
0.2563563563563564,-1956.5857557345703
0.2565565565565566,-1957.9216660536854
0.2567567567567568,-1959.2561177322025
0.256956956956957,-1960.5891134982603
0.2571571571571572,-1961.9206560727669
0.25735735735735743,-1963.2507481694417
0.2575575575575576,-1964.5793924948234
0.2577577577577578,-1965.9065917482974
0.25795795795795795,-1967.2323486221408
0.2581581581581582,-1968.55666580152
0.2583583583583584,-1969.8795459645162
0.2585585585585586,-1971.2009917821797
0.25875875875875876,-1972.5210059185115
0.258958958958959,-1973.839591030523
0.2591591591591592,-1975.1567497682422
0.2593593593593594,-1976.4724847747366
0.25955955955955956,-1977.7867986861454
0.2597597597597598,-1979.0996941316928
0.25995995995996,-1980.411173733722
0.2601601601601602,-1981.7212401077131
0.26036036036036037,-1983.0298958623043
0.2605605605605606,-1984.3371435993224
0.2607607607607608,-1985.6429859137934
0.260960960960961,-1986.9474253939763
0.26116116116116117,-1988.250464621386
0.2613613613613614,-1989.5521061708112
0.26156156156156163,-1990.852352610335
0.2617617617617618,-1992.1512065013628
0.261961961961962,-1993.448670398648
0.2621621621621622,-1994.7447468502921
0.26236236236236243,-1996.0394383978178
0.2625625625625626,-1997.3327475761105
0.2627627627627628,-1998.6246769135366
0.262962962962963,-1999.9152289318831
0.26316316316316324,-2001.204406146419
0.2633633633633634,-2002.4922110659224
0.2635635635635636,-2003.7786461926783
0.26376376376376376,-2005.06371402252
0.263963963963964,-2006.3474170448392
0.2641641641641642,-2007.6297577426183
0.2643643643643644,-2008.910738592438
0.26456456456456456,-2010.1903620644998
0.2647647647647648,-2011.4686306226781
0.264964964964965,-2012.7455467244804
0.2651651651651652,-2014.021112821132
0.26536536536536537,-2015.295331357574
0.2655655655655656,-2016.5682047724408
0.2657657657657658,-2017.8397354981632
0.265965965965966,-2019.1099259609211
0.2661661661661662,-2020.3787785806894
0.2663663663663664,-2021.646295771271
0.26656656656656663,-2022.9124799402857
0.2667667667667668,-2024.1773334892293
0.266966966966967,-2025.4408588134527
0.2671671671671672,-2026.7030583022226
0.26736736736736744,-2027.963934338695
0.2675675675675676,-2029.2234892999898
0.2677677677677678,-2030.481725557162
0.267967967967968,-2031.738645475259
0.26816816816816824,-2032.9942514133163
0.2683683683683684,-2034.2485457243724
0.2685685685685686,-2035.50153075553
0.2687687687687688,-2036.7532088479113
0.26896896896896905,-2038.003582336743
0.2691691691691692,-2039.2526535513255
0.2693693693693694,-2040.5004248150788
0.26956956956956957,-2041.7468984455575
0.2697697697697698,-2042.992076754461
0.26996996996997,-2044.235962047665
0.2701701701701702,-2045.4785566252297
0.27037037037037037,-2046.719862781418
0.2705705705705706,-2047.9598828047422
0.27077077077077083,-2049.198618977938
0.270970970970971,-2050.4360735780047
0.2711711711711712,-2051.6722488762434
0.2713713713713714,-2052.907147138239
0.27157157157157163,-2054.1407706239133
0.2717717717717718,-2055.3731215875055
0.271971971971972,-2056.6042022776282
0.2721721721721722,-2057.8340149372666
0.27237237237237244,-2059.0625618037925
0.2725725725725726,-2060.2898451089904
0.2727727727727728,-2061.515867079095
0.272972972972973,-2062.7406299347513
0.27317317317317324,-2063.9641358910944
0.2733733733733734,-2065.1863871577466
0.2735735735735736,-2066.407385938816
0.2737737737737738,-2067.627134432924
0.27397397397397405,-2068.845634833265
0.2741741741741742,-2070.0628893275416
0.2743743743743744,-2071.278900098059
0.27457457457457457,-2072.493669321694
0.2747747747747748,-2073.7071991699477
0.27497497497497503,-2074.9194918089124
0.2751751751751752,-2076.1305493993705
0.2753753753753754,-2077.3403740967105
0.2755755755755756,-2078.5489680510295
0.27577577577577583,-2079.7563334071065
0.275975975975976,-2080.962472304425
0.2761761761761762,-2082.167386877193
0.2763763763763764,-2083.3710792543848
0.27657657657657664,-2084.5735515597007
0.2767767767767768,-2085.774805911639
0.276976976976977,-2086.9748444234697
0.2771771771771772,-2088.1736692032982
0.27737737737737744,-2089.3712823540423
0.2775775775775776,-2090.5676859734567
0.2777777777777778,-2091.762882154165
0.277977977977978,-2092.9568729836565
0.27817817817817825,-2094.149660544329
0.2783783783783784,-2095.341246913459
0.2785785785785786,-2096.5316341632665
0.2787787787787788,-2097.7208243608998
0.27897897897897905,-2098.908819568487
0.2791791791791792,-2100.095621843087
0.2793793793793794,-2101.281233236783
0.27957957957957963,-2102.4656557966337
0.27977977977977986,-2103.648891564737
0.27997997997998003,-2104.8309425782154
0.2801801801801802,-2106.0118108692386
0.2803803803803804,-2107.1914984650493
0.2805805805805806,-2108.3700073879672
0.28078078078078084,-2109.547339655407
0.280980980980981,-2110.723497279886
0.2811811811811812,-2111.898482269079
0.2813813813813814,-2113.0722966257663
0.28158158158158164,-2114.244942347911
0.2817817817817818,-2115.4164214286475
0.281981981981982,-2116.5867358562723
0.2821821821821822,-2117.755887614313
0.28238238238238245,-2118.92387868151
0.2825825825825826,-2120.090711031826
0.2827827827827828,-2121.256386634476
0.282982982982983,-2122.420907453932
0.28318318318318325,-2123.5842754499645
0.2833833833833834,-2124.746492577611
0.2835835835835836,-2125.9075607872164
0.2837837837837838,-2127.0674820244685
0.28398398398398406,-2128.22625823038
0.28418418418418423,-2129.3838913412915
0.2843843843843844,-2130.5403832889388
0.28458458458458463,-2131.6957360004253
0.28478478478478486,-2132.8499513982424
0.28498498498498503,-2134.00303140029
0.2851851851851852,-2135.154977919896
0.28538538538538544,-2136.305792865819
0.28558558558558567,-2137.4554781422617
0.28578578578578584,-2138.604035648912
0.285985985985986,-2139.7514672809057
0.2861861861861862,-2140.897774928883
0.2863863863863864,-2142.0429604790015
0.28658658658658664,-2143.187025812925
0.2867867867867868,-2144.329972807848
0.286986986986987,-2145.471803336514
0.2871871871871872,-2146.6125192672425
0.28738738738738745,-2147.7521224639045
0.2875875875875876,-2148.8906147859634
0.2877877877877878,-2150.0279980884934
0.287987987987988,-2151.164274222177
0.28818818818818825,-2152.29944503333
0.28838838838838843,-2153.4335123638907
0.2885885885885886,-2154.566478051484
0.28878878878878883,-2155.6983439293754
0.28898898898898906,-2156.8291118265192
0.28918918918918923,-2157.9587835675693
0.2893893893893894,-2159.087360972885
0.28958958958958964,-2160.2148458585384
0.28978978978978986,-2161.341240036336
0.28998998998999004,-2162.46654531385
0.2901901901901902,-2163.590763494391
0.29039039039039044,-2164.713896377042
0.29059059059059067,-2165.8359457566776
0.29079079079079084,-2166.95691342398
0.290990990990991,-2168.0768011654136
0.2911911911911912,-2169.1956107633036
0.2913913913913914,-2170.3133439957737
0.29159159159159165,-2171.430002636821
0.2917917917917918,-2172.545588456294
0.291991991991992,-2173.660103219913
0.2921921921921922,-2174.773548689295
0.29239239239239245,-2175.885926621939
0.2925925925925926,-2176.997238771263
0.2927927927927928,-2178.1074868866062
0.29299299299299303,-2179.2166727132544
0.29319319319319326,-2180.3247979924276
0.29339339339339343,-2181.4318644613004
0.2935935935935936,-2182.5378738530303
0.29379379379379383,-2183.6428278967587
0.29399399399399406,-2184.74672831761
0.29419419419419424,-2185.8495768367375
0.2943943943943944,-2186.951375171295
0.29459459459459464,-2188.0521250344773
0.29479479479479487,-2189.151828135523
0.29499499499499504,-2190.2504861797124
0.2951951951951952,-2191.348100868412
0.29539539539539544,-2192.4446738990623
0.2955955955955957,-2193.540206965177
0.29579579579579585,-2194.634701756405
0.295995995995996,-2195.7281599584776
0.29619619619619625,-2196.8205832532576
0.2963963963963965,-2197.9119733187586
0.29659659659659665,-2199.0023318291337
0.2967967967967968,-2200.0916604546946
0.296996996996997,-2201.1799608619285
0.2971971971971972,-2202.267234713496
0.29739739739739746,-2203.353483668264
0.29759759759759763,-2204.438709381291
0.2977977977977978,-2205.522913503866
0.29799799799799803,-2206.6060976834915
0.29819819819819826,-2207.6882635639145
0.29839839839839843,-2208.7694127851337
0.2985985985985986,-2209.8495469834165
0.29879879879879884,-2210.928667791284
0.29899899899899907,-2212.006776837548
0.29919919919919924,-2213.0838757473125
0.2993993993993994,-2214.159966141991
0.29959959959959964,-2215.2350496393133
0.29979979979979987,-2216.309127853329
0.30000000000000004,-2217.382202394429
